carat,cut,color,clarity,price,x
0.52,Good,H,SI1,1073,5.11
1.01,Premium,I,SI1,3959,6.43
0.39,Ideal,F,VS1,1024,4.69
1.02,Premium,D,SI2,4818,6.38
1.51,Premium,F,VS1,13134,7.31
0.32,Very Good,D,SI1,756,4.39
0.32,Premium,H,VS2,505,4.35
0.9,Very Good,H,SI2,3160,6.15
0.95,Premium,E,SI2,4142,6.3
0.51,Premium,F,VS1,1749,5.21
1.03,Ideal,D,SI2,4679,6.46
1.15,Premium,H,SI1,5139,6.8
0.33,Good,E,SI1,579,4.37
0.5,Ideal,D,SI2,1250,5.15
1.27,Ideal,G,VS2,9489,6.9
0.3,Fair,F,VS2,662,4.31
0.5,Ideal,H,SI1,1178,5.09
1.19,Premium,H,VS1,7277,6.79
1.04,Good,J,SI2,3204,6.36
0.41,Ideal,F,VS2,809,4.79
0.3,Ideal,E,VVS2,742,4.34
1.5,Premium,J,SI2,6048,7.34
0.3,Ideal,D,SI1,552,4.32
1.0,Fair,F,SI2,3265,6.26
0.3,Ideal,I,VS1,486,4.29
0.3,Ideal,G,VS2,526,4.27
0.43,Ideal,E,SI1,975,4.82
0.4,Premium,D,SI1,884,4.78
0.25,Ideal,G,VVS1,582,4.03
1.01,Good,F,SI1,4899,6.29
1.2,Very Good,H,SI1,6019,6.66
0.31,Very Good,G,IF,878,4.41
1.02,Fair,H,SI1,4758,6.29
0.42,Premium,E,SI1,926,4.87
0.7,Very Good,H,VVS2,2585,5.88
1.16,Ideal,I,SI1,5091,6.71
0.32,Premium,G,VS2,720,4.38
1.06,Ideal,I,VVS1,6945,6.62
0.33,Premium,D,VVS1,1129,4.4
0.33,Premium,H,VS2,668,4.49
0.55,Ideal,G,IF,2383,5.26
0.54,Good,E,VS2,1660,5.2
0.31,Ideal,D,VS2,734,4.31
1.26,Ideal,H,VS1,8959,6.97
0.71,Ideal,I,SI1,2721,5.76
0.7,Ideal,J,SI1,1815,5.72
0.41,Very Good,G,VS1,899,4.79
0.5,Ideal,E,VS2,1624,5.12
0.53,Ideal,E,VS2,1727,5.26
0.32,Very Good,E,SI1,584,4.36
0.4,Very Good,G,SI1,673,4.63
0.3,Good,D,VVS1,848,4.27
0.33,Ideal,I,VS2,594,4.49
1.03,Ideal,F,VS2,6467,6.59
1.01,Premium,E,VS1,7821,6.42
0.31,Very Good,F,VS2,625,4.3
1.23,Ideal,E,SI2,7336,6.91
0.76,Very Good,I,SI1,2352,5.81
1.54,Premium,G,VS2,12800,7.49
0.74,Good,G,SI1,1865,5.69
0.74,Ideal,G,SI1,3130,5.8
0.9,Good,E,VS2,4580,6.11
1.52,Premium,J,VS1,8426,7.32
2.06,Premium,J,I1,5203,8.1
0.35,Premium,D,SI2,669,4.57
0.71,Very Good,F,SI1,2416,5.65
0.32,Ideal,E,VVS2,790,4.42
1.05,Very Good,J,SI2,3395,6.51
0.3,Premium,F,VVS2,882,4.42
1.08,Ideal,E,VS1,8674,6.58
0.92,Good,D,SI1,4086,6.14
1.06,Very Good,F,SI2,5258,6.51
1.35,Ideal,G,VS1,10656,7.02
1.35,Very Good,E,SI1,6860,7.01
0.83,Premium,E,VS2,3625,6.08
0.7,Premium,G,VVS2,2737,5.86
0.52,Ideal,G,VVS2,1911,5.14
1.27,Ideal,I,I1,3328,6.91
0.38,Premium,F,VS1,998,4.63
0.41,Ideal,G,VS2,1061,4.78
1.07,Premium,E,SI2,5033,6.64
1.22,Very Good,G,IF,8793,6.8
0.51,Premium,E,SI1,1546,5.24
0.41,Ideal,E,VS1,1153,4.79
1.51,Ideal,H,VS1,12071,7.28
0.33,Ideal,G,VVS1,1114,4.48
1.46,Very Good,I,SI1,7387,7.13
0.4,Premium,F,VS1,1050,4.72
0.5,Fair,G,SI2,1035,4.99
0.33,Premium,G,VVS1,868,4.38
1.5,Very Good,H,SI2,7775,7.28
0.34,Ideal,D,VS1,838,4.52
0.71,Very Good,G,VS1,3425,5.72
1.56,Ideal,H,SI1,10728,7.48
0.35,Ideal,F,VS2,706,4.48
1.21,Premium,I,SI1,5276,6.85
0.3,Ideal,F,VS1,844,4.34
0.9,Very Good,G,SI2,3581,6.19
1.13,Ideal,D,SI1,5936,6.74
0.48,Good,G,VS2,1130,5.06
0.8,Ideal,H,VS1,3296,5.9
0.38,Premium,G,VS1,1069,4.68
0.43,Premium,D,SI2,716,4.79
0.5,Ideal,I,VVS2,1322,5.09
0.7,Fair,F,VS1,2381,5.65
0.62,Ideal,D,SI1,1927,5.48
0.54,Ideal,G,VVS2,1985,5.19
0.4,Ideal,F,VVS2,1088,4.74
1.18,Very Good,J,SI2,4294,6.68
1.7,Good,G,VS1,14787,7.46
0.7,Ideal,F,SI1,2264,5.74
0.3,Ideal,G,VS1,605,4.29
0.31,Very Good,F,VS2,749,4.32
0.83,Ideal,D,SI1,4159,6.01
1.59,Premium,E,VS2,15249,7.43
0.41,Premium,E,SI1,904,4.77
1.36,Good,G,SI1,7549,6.93
0.71,Very Good,E,VS2,2630,5.74
1.12,Ideal,G,VS2,8189,6.7
0.51,Premium,H,VVS2,1749,5.12
1.13,Ideal,I,VS2,5031,6.73
0.35,Ideal,D,SI2,522,4.53
0.32,Premium,I,VS2,576,4.37
1.21,Ideal,G,VS2,9873,6.94
1.52,Very Good,E,VS1,16485,7.33
0.3,Ideal,D,VS2,911,4.29
1.03,Very Good,H,SI2,4964,6.41
0.41,Premium,G,VS2,827,4.73
0.41,Premium,E,SI1,969,4.82
0.41,Ideal,G,SI2,666,4.81
0.29,Good,E,VVS2,617,4.17
1.04,Premium,J,SI2,3603,6.47
0.7,Good,D,SI1,2468,5.74
1.13,Premium,D,SI2,3883,6.83
0.4,Ideal,G,VS2,804,4.69
0.32,Ideal,G,VVS1,842,4.38
1.5,Ideal,G,VS2,13154,7.39
0.29,Very Good,H,VVS1,478,4.24
0.4,Premium,G,VVS2,1050,4.8
0.7,Ideal,E,VS1,3419,5.78
0.71,Ideal,D,VS2,3135,5.76
1.51,Premium,D,VS1,17515,7.29
0.81,Very Good,E,SI1,2973,6.05
1.05,Premium,F,SI2,4363,6.55
1.09,Premium,G,VVS2,8454,6.74
2.07,Premium,E,SI1,16957,8.24
1.5,Ideal,I,SI1,8371,7.35
1.01,Ideal,H,VS2,5936,6.45
1.31,Premium,I,SI2,5744,7.2
0.36,Ideal,H,VS2,729,4.61
1.51,Premium,H,SI2,7864,7.3
0.9,Premium,F,SI1,3437,6.13
1.03,Very Good,D,SI2,4679,6.43
0.51,Very Good,E,VS2,1671,5.22
0.57,Very Good,E,VS2,1851,5.26
0.31,Ideal,H,VVS2,802,4.38
0.57,Ideal,E,SI1,1608,5.32
0.32,Premium,G,SI2,540,4.38
0.9,Good,G,SI1,3074,6.1
0.31,Premium,I,VS2,435,4.41
0.3,Ideal,G,SI2,422,4.27
0.9,Very Good,F,VVS2,5504,6.13
1.55,Very Good,G,VS2,11703,7.36
0.72,Premium,E,SI1,2666,5.76
1.56,Ideal,G,VVS2,15609,7.39
1.23,Ideal,F,VS1,8523,6.86
0.52,Ideal,G,SI1,1338,5.16
0.49,Fair,E,VVS2,1705,4.91
0.32,Premium,H,VS1,561,4.33
0.38,Good,D,VVS1,1159,4.68
0.9,Very Good,G,VS2,4369,6.1
0.51,Good,F,SI1,1312,5.08
0.9,Very Good,F,SI1,3898,6.06
0.3,Good,H,VVS2,776,4.27
1.0,Good,F,SI2,3259,6.52
0.36,Very Good,G,SI1,537,4.53
0.7,Very Good,F,IF,3887,5.65
0.9,Premium,H,VVS2,4657,6.15
0.33,Ideal,F,VS2,854,4.48
0.52,Ideal,E,SI2,1232,5.2
0.3,Very Good,G,VS2,526,4.31
1.66,Very Good,G,SI2,9123,7.73
1.32,Premium,G,SI1,7676,7.12
1.3,Ideal,G,VS1,10221,7.02
0.71,Ideal,H,IF,3290,5.74
0.37,Ideal,J,VS1,624,4.64
0.51,Premium,G,VS2,1546,5.1
0.3,Ideal,I,VVS1,532,4.29
1.09,Very Good,J,VVS1,5588,6.47
0.41,Ideal,I,IF,1076,4.78
1.01,Premium,H,VS1,5147,6.47
0.34,Premium,E,SI1,596,4.44
0.36,Ideal,H,VS2,568,4.57
2.1,Premium,I,VS2,14394,8.28
1.04,Good,G,VS1,6151,6.6
0.42,Premium,D,SI1,1040,4.85
0.3,Ideal,E,VS2,658,4.28
1.51,Premium,F,SI1,11607,7.34
0.3,Ideal,H,SI1,514,4.29
0.3,Premium,I,VS1,608,4.4
0.71,Ideal,G,SI1,2345,5.74
0.5,Good,G,VVS2,1715,5.06
1.14,Ideal,G,VS1,7750,6.7
0.51,Very Good,E,VS2,1393,5.16
0.51,Ideal,H,VVS2,1574,5.22
0.5,Very Good,E,VS2,1629,5.09
1.78,Very Good,F,SI1,13659,7.89
1.31,Ideal,H,SI2,6484,6.96
0.41,Premium,E,VS2,935,4.74
0.41,Ideal,J,VS1,775,4.79
0.31,Good,G,VS2,698,4.29
1.08,Ideal,F,VVS2,10052,6.57
0.72,Very Good,F,VS1,2846,5.79
1.72,Fair,J,I1,5240,7.31
1.35,Very Good,I,SI2,5579,7.28
1.57,Very Good,D,SI2,9698,7.37
0.77,Premium,D,VS2,3428,5.91
0.35,Good,F,SI2,460,4.45
0.78,Ideal,D,VS2,3811,5.89
0.4,Premium,F,VVS2,1088,4.65
0.3,Ideal,G,VVS2,665,4.31
0.25,Good,E,VS1,361,3.99
0.32,Ideal,F,VS2,773,4.45
0.32,Ideal,H,VS2,648,4.37
0.8,Ideal,H,SI1,2553,5.97
0.38,Ideal,D,VS1,1140,4.68
0.57,Very Good,I,SI2,1000,5.29
0.61,Ideal,E,SI1,1800,5.5
0.41,Very Good,G,SI1,671,4.72
0.55,Ideal,E,VS2,1667,5.26
0.8,Premium,F,VS2,3285,5.92
1.11,Premium,H,SI1,4748,6.82
0.42,Ideal,G,VVS1,1235,4.84
0.81,Good,I,VS1,3042,5.97
0.3,Very Good,D,VS1,707,4.26
0.7,Ideal,E,SI1,2656,5.62
0.38,Premium,E,VVS1,1327,4.66
0.71,Premium,J,VVS2,1843,5.79
0.7,Fair,F,SI2,1990,5.81
0.79,Ideal,E,SI1,2946,5.9
0.8,Ideal,G,SI2,2429,5.95
0.38,Premium,D,SI2,812,4.72
0.3,Ideal,F,VS2,776,4.31
0.3,Ideal,E,VS2,658,4.31
0.71,Very Good,F,VS2,2630,5.64
1.7,Fair,H,SI2,9682,7.58
1.26,Ideal,D,VS2,8256,6.9
0.33,Ideal,G,VS1,666,4.41
0.38,Ideal,I,SI1,626,4.62
0.3,Good,H,SI1,432,4.27
0.32,Good,E,SI1,561,4.35
1.59,Ideal,H,VVS2,12971,7.43
1.05,Premium,F,VS1,7879,6.6
0.31,Ideal,E,VS2,680,4.34
0.23,Very Good,E,VVS2,505,3.94
0.82,Ideal,H,VVS2,3781,6.01
0.4,Good,H,VS2,717,4.75
0.9,Very Good,F,VS2,4678,6.18
0.41,Ideal,G,VVS1,1076,4.8
0.31,Ideal,G,VVS1,789,4.4
0.51,Ideal,H,IF,1920,5.1
0.58,Good,G,SI1,1295,5.28
0.91,Ideal,E,VS2,4077,6.17
0.34,Ideal,D,SI1,803,4.48
0.43,Ideal,D,VS1,1264,4.87
0.7,Premium,E,SI1,2777,5.73
1.31,Ideal,F,VS1,10957,7.03
0.31,Premium,F,IF,977,4.39
0.23,Very Good,E,VVS2,485,3.98
1.02,Very Good,F,VS1,7740,6.46
0.54,Ideal,G,VS2,1422,5.24
1.3,Premium,F,VVS1,14196,7.11
2.04,Good,I,SI1,11820,8.39
0.72,Very Good,G,VVS2,2933,5.67
0.32,Ideal,J,IF,521,4.42
0.42,Ideal,H,VS1,847,4.8
1.01,Premium,F,SI1,5288,6.38
0.4,Very Good,G,SI2,765,4.73
0.31,Ideal,G,IF,891,4.35
1.01,Premium,E,SI1,4853,6.53
0.26,Premium,E,VVS1,769,4.09
0.8,Ideal,I,VS1,3010,5.98
0.81,Very Good,G,VS1,3544,5.92
0.61,Very Good,G,VVS1,2569,5.47
0.32,Very Good,E,SI1,672,4.34
0.8,Ideal,I,VS1,2842,5.92
0.7,Very Good,F,SI1,2313,5.64
0.6,Ideal,E,SI1,2069,5.43
1.51,Good,I,SI2,7815,7.23
0.9,Good,I,VS2,3398,6.06
0.5,Very Good,G,VVS2,1723,5.06
0.71,Ideal,I,SI1,2376,5.73
1.1,Good,G,SI2,4457,6.69
0.44,Good,F,SI1,1018,5.12
0.41,Ideal,F,SI2,612,4.78
0.7,Good,F,SI1,2190,5.8
1.02,Ideal,D,SI1,6340,6.43
0.39,Ideal,F,VVS2,1036,4.68
0.31,Premium,I,VS1,628,4.35
0.9,Very Good,F,VS2,4715,6.12
0.97,Premium,F,SI2,3993,6.35
1.02,Premium,H,SI1,4819,6.54
0.51,Ideal,H,VS2,1163,5.13
0.53,Good,I,SI1,923,5.01
0.31,Ideal,D,SI1,571,4.3
1.02,Premium,E,SI2,4478,6.61
0.71,Very Good,J,VVS1,2218,5.8
0.76,Premium,H,SI2,1985,6.05
0.94,Ideal,F,VS2,7120,6.29
0.52,Ideal,G,VS1,1758,5.11
1.04,Premium,H,VS2,5416,6.48
0.36,Very Good,G,VS1,821,4.57
0.91,Very Good,G,VVS2,4913,6.14
0.56,Very Good,D,SI1,1578,5.2
1.09,Ideal,D,SI2,5410,6.64
0.54,Ideal,D,VVS2,2323,5.31
0.81,Ideal,D,VS2,4315,6.08
0.4,Very Good,E,VVS1,1333,4.65
0.57,Very Good,E,VS2,1732,5.37
0.8,Ideal,D,SI1,3195,5.96
1.03,Ideal,G,SI1,5143,6.57
0.62,Ideal,G,VS1,2173,5.45
1.01,Premium,G,SI1,4719,6.54
0.37,Ideal,G,IF,1056,4.6
1.01,Premium,F,SI2,4497,6.4
1.81,Good,G,SI2,11336,7.99
0.72,Very Good,E,SI1,2688,5.74
0.41,Very Good,E,VS2,833,4.68
0.26,Premium,E,VVS1,599,4.1
0.36,Ideal,E,VS1,1094,4.6
0.91,Very Good,I,VS2,3340,6.07
1.2,Very Good,H,SI1,6077,6.8
0.31,Very Good,H,VS1,544,4.28
0.9,Very Good,F,SI2,3468,6.18
0.5,Premium,D,VS2,1752,5.11
1.51,Premium,G,VS1,13638,7.28
0.61,Ideal,E,VVS2,2907,5.43
0.55,Premium,G,SI1,1377,5.32
1.05,Ideal,F,SI2,4866,6.5
1.41,Ideal,G,VS1,11817,7.15
0.34,Ideal,F,VS2,726,4.53
0.35,Ideal,J,VS2,446,4.55
0.71,Ideal,G,VS2,3299,5.73
0.31,Premium,H,VVS1,707,4.29
0.43,Premium,F,SI2,813,4.97
0.5,Good,I,VS2,987,4.9
1.51,Very Good,F,VS2,14165,7.32
0.42,Ideal,D,VVS1,1547,4.83
1.4,Ideal,H,SI1,8075,7.11
0.73,Ideal,G,SI1,3089,5.84
0.44,Ideal,F,VVS2,1253,4.96
1.07,Very Good,G,SI2,4201,6.61
0.24,Very Good,F,VVS1,552,4.04
0.5,Ideal,F,SI1,1286,5.12
0.35,Ideal,H,VS1,788,4.56
2.0,Premium,H,SI2,15451,8.2
0.31,Premium,E,VS2,872,4.35
0.9,Very Good,G,SI1,3945,6.11
0.3,Very Good,H,VS2,473,4.22
0.9,Ideal,D,SI1,4661,6.16
1.0,Ideal,E,SI2,4808,6.38
1.32,Ideal,G,VVS2,11419,6.96
0.3,Ideal,G,IF,863,4.32
0.3,Ideal,G,IF,863,4.33
0.42,Premium,H,VVS1,1096,4.86
0.31,Very Good,E,VVS1,725,4.3
0.5,Ideal,H,VS2,1626,5.11
1.11,Ideal,H,SI2,4883,6.65
0.31,Ideal,D,VS1,877,4.43
2.01,Ideal,I,SI1,15680,8.04
0.32,Ideal,H,VS1,720,4.42
1.0,Very Good,D,SI2,4543,6.48
0.3,Ideal,G,IF,956,4.34
0.5,Very Good,E,SI2,1097,5.12
0.31,Very Good,I,VVS1,732,4.31
1.69,Premium,F,VS2,16583,7.87
1.2,Very Good,F,SI2,5247,6.7
2.21,Premium,G,SI2,15970,8.48
0.33,Very Good,G,VS1,621,4.42
1.5,Premium,J,VVS2,7983,7.25
0.24,Very Good,D,SI1,475,3.95
0.42,Very Good,H,VS2,773,4.72
0.38,Ideal,F,SI1,844,4.7
0.32,Premium,H,VS1,524,4.37
0.36,Ideal,D,VS2,1094,4.57
0.5,Ideal,E,SI1,1316,5.09
0.42,Very Good,H,SI1,898,4.79
0.5,Ideal,D,VS2,1752,5.07
0.7,Good,E,VS1,2782,5.81
0.73,Very Good,F,SI1,2445,5.69
2.07,Premium,J,VS2,13800,8.2
1.2,Ideal,I,SI1,5763,6.87
1.01,Good,F,VS2,6159,6.29
0.56,Ideal,E,SI2,1296,5.32
0.92,Premium,J,VS2,3091,6.31
0.26,Very Good,G,VVS1,545,4.06
0.26,Ideal,D,VS1,452,4.1
0.31,Ideal,G,VS1,658,4.39
1.05,Fair,I,I1,2396,6.48
0.72,Ideal,G,SI2,2451,5.76
0.9,Very Good,F,SI2,3217,6.05
0.3,Very Good,G,VVS2,684,4.25
0.3,Premium,E,VS2,658,4.26
0.73,Ideal,F,VVS1,5154,5.75
0.42,Ideal,G,VS2,847,4.8
0.72,Ideal,I,VVS2,2602,5.81
1.0,Very Good,E,SI2,4321,6.48
0.71,Ideal,G,VS1,3431,5.72
0.38,Ideal,H,VVS2,832,4.65
0.33,Premium,G,VVS2,927,4.45
1.25,Ideal,J,VVS2,5980,6.81
0.31,Premium,F,VS2,802,4.31
0.3,Ideal,H,VVS1,655,4.3
